brand,model,year,title_status,mileage,color,state,price
infiniti,mpv,2019,clean vehicle,11396.0,white,texas,14750
hyundai,mpv,2019,clean vehicle,33785.0,silver,ohio,4690
land,sport,2018,clean vehicle,20103.0,black,california,23000
land,discovery,2018,clean vehicle,32387.0,black,florida,46900
mercedes-benz,doors,2018,clean vehicle,48140.0,white,california,10740
nissan,doors,2017,clean vehicle,34861.0,gray,new jersey,3160
chevrolet,door,2006,salvage insurance,268040.0,silver,texas,0
chrysler,door,2011,clean vehicle,114119.0,gold,florida,3450
ford,f-150,2017,clean vehicle,34165.0,red,michigan,27102
gmc,door,2018,salvage insurance,27442.0,black,arkansas,500
gmc,door,2011,clean vehicle,144792.0,white,utah,5100
infiniti,mpv,2019,clean vehicle,11394.0,beige,texas,15010
jeep,mpv,2019,clean vehicle,30546.0,silver,ohio,5800
land,sport,2018,clean vehicle,23745.0,black,california,23200
hyundai,door,2015,clean vehicle,88274.0,red,pennsylvania,8000
nissan,doors,2018,clean vehicle,38349.0,gray,california,3390
nissan,doors,2017,clean vehicle,30142.0,white,new jersey,3140
chevrolet,door,2007,salvage insurance,267834.0,black,texas,25
bmw,door,2014,clean vehicle,44730.0,silver,illinois,15000
chevrolet,cab,2011,clean vehicle,92476.0,blue,florida,10440
ford,f-150,2017,clean vehicle,25698.0,black,michigan,23911
ford,pk,2010,salvage insurance,155242.0,gray,oklahoma,25
gmc,acadia,2018,clean vehicle,54332.0,gray,new jersey,21400
gmc,cab,2011,clean vehicle,119215.0,white,utah,5380
jeep,mpv,2019,clean vehicle,8930.0,red,michigan,11000
jeep,mpv,2019,clean vehicle,46985.0,silver,ohio,4950
land,sport,2018,clean vehicle,30220.0,black,california,22500
maserati,ghibli,2017,clean vehicle,37021.0,black,florida,30300
nissan,doors,2018,clean vehicle,43152.0,white,california,2630
nissan,doors,2017,clean vehicle,34318.0,silver,new jersey,3140
chevrolet,door,2011,salvage insurance,88287.0,white,arkansas,2300
chevrolet,door,2011,clean vehicle,105486.0,black,florida,4310
ford,door,2017,clean vehicle,19850.0,black,michigan,26012
ford,door,2014,salvage insurance,116535.0,silver,oklahoma,75
gmc,1500,2019,clean vehicle,15777.0,black,pennsylvania,48500
gmc,mpv,2009,clean vehicle,87448.0,white,utah,3330
jeep,mpv,2019,clean vehicle,8395.0,yellow,michigan,11200
hyundai,mpv,2019,clean vehicle,30121.0,red,ohio,4730
mercedes-benz,glc,2018,clean vehicle,33687.0,white,california,24900
mercedes-benz,e-class,2017,clean vehicle,37561.0,blue,florida,29400
nissan,cab,2018,clean vehicle,32256.0,gray,california,8350
peterbilt,truck,2012,salvage insurance,902041.0,gold,florida,475
nissan,doors,2017,clean vehicle,25255.0,black,new jersey,3210
chevrolet,van,2006,salvage insurance,165327.0,white,arkansas,25
chevrolet,cutaway,2006,clean vehicle,118009.0,white,wisconsin,4200
chevrolet,utility,2011,clean vehicle,114547.0,black,florida,8430
ford,f-150,2017,clean vehicle,18647.0,black,michigan,25503
ford,pickup,1996,salvage insurance,252588.0,red,oklahoma,0
gmc,limited,2019,clean vehicle,16669.0,black,pennsylvania,26000
honda,doors,2017,clean vehicle,47970.0,blue,virginia,3900
jeep,mpv,2019,clean vehicle,12905.0,gray,michigan,11200
jeep,mpv,2019,clean vehicle,22123.0,silver,ohio,8610
mercedes-benz,gle,2018,clean vehicle,40780.0,white,california,28000
mercedes-benz,sl-class,2017,clean vehicle,25302.0,silver,florida,84900
lexus,mpv,2017,clean vehicle,36596.0,black,california,10840
peterbilt,truck,2012,salvage insurance,0.0,blue,florida,100
ram,door,2017,clean vehicle,30421.0,white,new jersey,11050
chevrolet,door,2012,salvage insurance,134938.0,orange,oklahoma,0
chevrolet,door,2005,clean vehicle,135675.0,gray,wisconsin,1000
dodge,door,2015,clean vehicle,17355.0,black,georgia,3570
ford,door,2017,clean vehicle,27773.0,gray,michigan,25001
ford,door,2010,salvage insurance,86841.0,silver,oklahoma,0
gmc,mpv,2017,clean vehicle,58366.0,black,virginia,5630
jeep,mpv,2019,clean vehicle,11229.0,white,michigan,11100
hyundai,mpv,2019,clean vehicle,27492.0,white,ohio,4650
lincoln,door,2005,salvage insurance,89705.0,green,minnesota,0
nissan,mpv,2016,clean vehicle,41654.0,blue,california,3820
peterbilt,truck,2009,salvage insurance,982486.0,blue,florida,0
nissan,doors,2017,clean vehicle,31954.0,gray,new jersey,2900
chevrolet,door,2008,salvage insurance,172102.0,blue,texas,50
chevrolet,pickup,2004,clean vehicle,173321.0,gray,wisconsin,5100
dodge,door,2015,clean vehicle,93423.0,red,georgia,4700
ford,f-150,2017,clean vehicle,14053.0,red,michigan,29502
ford,door,2008,salvage insurance,145483.0,red,oklahoma,0
honda,door,2017,clean vehicle,25956.0,white,virginia,6160
jeep,mpv,2019,clean vehicle,12253.0,red,michigan,10910
hyundai,doors,2019,clean vehicle,34895.0,gray,ohio,3440
mazda,cx-3,2016,clean vehicle,47753.0,gray,florida,16000
kia,door,2016,clean vehicle,39408.0,black,california,3810
peterbilt,truck,2010,salvage insurance,1017936.0,color:,georgia,1025
nissan,doors,2017,clean vehicle,33599.0,white,new jersey,3020
chevrolet,door,2003,salvage insurance,194673.0,gray,texas,0
chevrolet,pickup,2003,clean vehicle,507985.0,red,wisconsin,2000
ford,door,2010,clean vehicle,185983.0,white,florida,3870
ford,door,2017,clean vehicle,28464.0,red,michigan,24811
ford,door,2007,salvage insurance,154989.0,blue,oklahoma,75
honda,doors,2017,clean vehicle,16702.0,black,virginia,5420
jeep,mpv,2019,clean vehicle,11449.0,yellow,michigan,11100
hyundai,mpv,2019,clean vehicle,25847.0,gray,ohio,4750
mercedes-benz,door,2015,clean vehicle,49772.0,gray,florida,17900
nissan,door,2015,clean vehicle,83915.0,black,california,3800
nissan,doors,2017,clean vehicle,40306.0,silver,new jersey,3160
chevrolet,pickup,2010,salvage insurance,149189.0,white,colorado,25
chevrolet,door,2001,clean vehicle,149543.0,red,wisconsin,1200
chevrolet,coupe,2010,clean vehicle,69622.0,yellow,florida,6470
ford,door,2017,clean vehicle,36295.0,red,michigan,26400
gmc,door,1993,salvage insurance,0.0,light blue,colorado,0
gmc,2500hd,2018,clean vehicle,14856.0,blue,pennsylvania,32500
honda,mpv,2017,clean vehicle,44129.0,brown,minnesota,6900
jeep,mpv,2019,clean vehicle,10861.0,yellow,michigan,11030
hyundai,door,2012,clean vehicle,142106.0,white,mississippi,3460
mercedes-benz,door,2015,clean vehicle,82411.0,black,florida,18000
hyundai,door,2015,clean vehicle,111612.0,gray,california,3250
nissan,doors,2017,clean vehicle,35251.0,gray,new jersey,3210
chevrolet,door,2017,clean vehicle,50408.0,black,pennsylvania,13200
ford,f-150,2019,clean vehicle,15630.0,gray,michigan,27705
chevrolet,door,2017,clean vehicle,53273.0,black,pennsylvania,7200
ford,f-150,2019,clean vehicle,14786.0,white,michigan,28714
chevrolet,door,2017,clean vehicle,85315.0,white,pennsylvania,11200
ford,f-150,2019,clean vehicle,16146.0,gray,michigan,27502
chevrolet,door,2017,clean vehicle,76211.0,blue,pennsylvania,11900
ford,f-150,2019,clean vehicle,15265.0,gray,michigan,29314
chevrolet,door,2017,clean vehicle,79965.0,silver,pennsylvania,11200
ford,f-150,2019,clean vehicle,16059.0,gray,michigan,27002
chevrolet,door,2017,clean vehicle,62739.0,black,pennsylvania,13200
ford,f-150,2019,clean vehicle,15569.0,white,michigan,28214
chevrolet,door,2017,clean vehicle,58932.0,black,pennsylvania,12700
ford,f-150,2019,clean vehicle,17488.0,white,michigan,29900
chevrolet,door,2017,clean vehicle,60733.0,black,pennsylvania,12700
ford,f-150,2019,clean vehicle,18550.0,red,michigan,27202
chevrolet,impala,2018,clean vehicle,53194.0,white,new jersey,13500
ford,f-150,2019,clean vehicle,17644.0,silver,michigan,27705
chevrolet,van,2016,clean vehicle,34454.0,white,pennsylvania,14700
ford,f-150,2019,clean vehicle,17684.0,white,michigan,29900
chevrolet,door,2015,clean vehicle,83279.0,gray,pennsylvania,4500
ford,f-150,2019,clean vehicle,16600.0,silver,michigan,27705
chevrolet,door,2015,clean vehicle,107971.0,gray,pennsylvania,8000
ford,f-150,2019,clean vehicle,17801.0,silver,michigan,25511
chevrolet,colorado,2015,clean vehicle,94150.0,white,pennsylvania,7700
ford,f-150,2019,clean vehicle,17159.0,silver,michigan,29900
chevrolet,van,2015,clean vehicle,80711.0,white,pennsylvania,7200
ford,f-150,2019,clean vehicle,17983.0,red,michigan,27502
chevrolet,door,2013,clean vehicle,119981.0,white,pennsylvania,4500
ford,f-150,2019,clean vehicle,17851.0,white,michigan,27402
chevrolet,sonic,2013,clean vehicle,66079.0,black,pennsylvania,1500
ford,f-150,2019,clean vehicle,18174.0,white,michigan,26602
chevrolet,sonic,2019,clean vehicle,7654.0,black,illinois,10200
ford,f-150,2019,clean vehicle,18759.0,black,michigan,29900
chevrolet,colorado,2019,clean vehicle,11564.0,white,illinois,14000
ford,f-150,2019,clean vehicle,18901.0,silver,michigan,28500
chevrolet,door,2016,clean vehicle,86541.0,black,florida,8000
ford,f-150,2019,clean vehicle,21157.0,silver,michigan,29809
chevrolet,corvette,2015,clean vehicle,29937.0,black,florida,36900
ford,f-150,2019,clean vehicle,23964.0,white,michigan,26902
chevrolet,door,2015,clean vehicle,58504.0,red,florida,10950
ford,f-150,2019,clean vehicle,20154.0,white,michigan,27402
acura,mdx,2014,clean vehicle,63500.0,silver,florida,16900
ford,f-150,2019,clean vehicle,23294.0,silver,michigan,25600
bmw,series,2016,clean vehicle,24293.0,no_color,texas,29700
ford,f-150,2019,clean vehicle,20343.0,red,michigan,27702
buick,encore,2016,clean vehicle,19655.0,red,texas,13500
ford,f-150,2019,clean vehicle,19100.0,white,michigan,27102
ford,f-150,2019,clean vehicle,20014.0,white,michigan,27102
ford,f-150,2019,clean vehicle,21774.0,black,michigan,25811
ford,f-150,2019,clean vehicle,21201.0,white,michigan,26602
ford,f-150,2019,clean vehicle,21766.0,white,michigan,27102
buick,enclave,2019,clean vehicle,12406.0,gray,wisconsin,37500
ford,flex,2019,clean vehicle,17977.0,blue,michigan,26211
ford,flex,2019,clean vehicle,22805.0,silver,michigan,24205
cadillac,xt5,2019,clean vehicle,16013.0,black,wisconsin,37500
ford,flex,2019,clean vehicle,14382.0,black,michigan,27111
ford,flex,2019,clean vehicle,9660.0,black,michigan,27411
ford,flex,2019,clean vehicle,18969.0,black,michigan,27302
ford,f-150,2019,clean vehicle,24730.0,gray,michigan,27202
ford,flex,2019,clean vehicle,15847.0,red,michigan,26311
ford,f-150,2019,clean vehicle,25009.0,white,michigan,26602
bmw,series,2017,clean vehicle,22115.0,blue,wisconsin,33500
ford,flex,2019,clean vehicle,11836.0,white,michigan,27511
buick,door,2017,clean vehicle,23765.0,red,wisconsin,21500
ford,f-150,2019,clean vehicle,25508.0,silver,michigan,27200
ford,flex,2019,clean vehicle,18196.0,red,michigan,26511
ford,flex,2019,clean vehicle,16106.0,gray,michigan,24002
buick,door,2017,clean vehicle,14907.0,silver,wisconsin,21500
ford,fusion,2019,clean vehicle,12735.0,gray,michigan,18511
kia,sorento,2017,clean vehicle,53424.0,black,connecticut,14000
buick,door,2017,clean vehicle,17940.0,green,illinois,29000
ford,flex,2019,clean vehicle,17417.0,gray,michigan,23402
kia,door,2017,clean vehicle,37125.0,no_color,connecticut,13300
bmw,x3,2017,clean vehicle,61428.0,black,wisconsin,19700
ford,flex,2019,clean vehicle,17025.0,black,michigan,23211
kia,sorento,2017,clean vehicle,37668.0,red,connecticut,15500
ford,fusion,2019,clean vehicle,15805.0,black,michigan,18111
kia,sorento,2017,clean vehicle,43761.0,gray,connecticut,21500
ford,mustang,2019,clean vehicle,11342.0,gray,michigan,25511
chevrolet,equinox,2017,clean vehicle,35664.0,blue,wisconsin,17700
chevrolet,cutaway,2017,clean vehicle,12780.0,white,illinois,28000
chevrolet,door,2017,clean vehicle,38458.0,blue,wisconsin,14000
chevrolet,door,2017,clean vehicle,34420.0,silver,wisconsin,21700
chevrolet,door,2017,clean vehicle,46497.0,white,wisconsin,13500
chevrolet,1500,2017,clean vehicle,21268.0,no_color,wisconsin,35500
chevrolet,1500,2017,clean vehicle,31029.0,red,wisconsin,29500
chevrolet,1500,2017,clean vehicle,40878.0,no_color,wisconsin,25300
chevrolet,1500,2016,clean vehicle,20270.0,silver,new jersey,21500
chevrolet,door,2016,clean vehicle,32984.0,blue,wisconsin,25900
chevrolet,door,2016,clean vehicle,75506.0,black,wisconsin,35300
chevrolet,door,2016,clean vehicle,39951.0,red,wisconsin,13500
chevrolet,corvette,2016,clean vehicle,19403.0,white,illinois,62000
chevrolet,corvette,2016,clean vehicle,4445.0,black,illinois,46000
chevrolet,malibu,2016,clean vehicle,67527.0,gray,wisconsin,9000
chevrolet,door,2016,clean vehicle,33588.0,white,wisconsin,25900
chevrolet,door,2016,clean vehicle,10103.0,no_color,wisconsin,25800
chevrolet,door,2016,clean vehicle,26474.0,gray,wisconsin,17000
chevrolet,door,2016,clean vehicle,40253.0,white,wisconsin,12800
chevrolet,3500,2016,clean vehicle,39624.0,red,wisconsin,47400
chevrolet,door,2016,clean vehicle,48705.0,gray,wisconsin,24400
chevrolet,trax,2016,clean vehicle,19659.0,white,wisconsin,17100
chevrolet,door,2015,clean vehicle,91299.0,no_color,wisconsin,7400
chevrolet,door,2015,clean vehicle,81614.0,gold,wisconsin,33100
chevrolet,trax,2020,clean vehicle,179.0,gray,california,22000
chevrolet,1500,2019,clean vehicle,5523.0,no_color,california,35000
chevrolet,equinox,2019,clean vehicle,29841.0,silver,california,16500
chevrolet,1500,2019,clean vehicle,8516.0,silver,california,35300
chevrolet,traverse,2018,clean vehicle,42941.0,black,missouri,26900
chevrolet,trax,2017,clean vehicle,27498.0,black,california,11600
chevrolet,1500,2017,clean vehicle,31141.0,silver,california,28100
chevrolet,1500,2017,clean vehicle,20784.0,white,california,27700
chevrolet,passenger,2017,clean vehicle,52667.0,white,california,17700
chevrolet,volt,2017,clean vehicle,26003.0,no_color,california,16600
chevrolet,corvette,2016,clean vehicle,4266.0,red,california,63200
chevrolet,door,2015,clean vehicle,32332.0,white,california,36800
chevrolet,passenger,2018,clean vehicle,44333.0,white,texas,19500
chevrolet,tahoe,2019,clean vehicle,36198.0,blue,oklahoma,38800
chevrolet,tahoe,2019,clean vehicle,33331.0,silver,oklahoma,37500
chevrolet,suburban,2019,clean vehicle,43082.0,gray,oklahoma,35000
chevrolet,camaro,2019,clean vehicle,24561.0,gray,oklahoma,31100
chevrolet,van,2019,clean vehicle,13485.0,white,oklahoma,22600
chevrolet,van,2019,clean vehicle,15524.0,white,oklahoma,22400
chevrolet,van,2019,clean vehicle,8996.0,white,oklahoma,22700
chevrolet,malibu,2019,clean vehicle,47282.0,silver,oklahoma,13700
chevrolet,suburban,2019,clean vehicle,34470.0,black,oklahoma,37100
chevrolet,colorado,2018,clean vehicle,87264.0,green,oregon,18500
chevrolet,2500,2017,clean vehicle,114344.0,white,oregon,18300
chevrolet,2500,2017,clean vehicle,111635.0,white,oregon,19000
chevrolet,1500,2017,clean vehicle,103955.0,white,oregon,18500
chevrolet,door,2016,clean vehicle,66640.0,white,oregon,22500
chevrolet,door,2014,clean vehicle,122018.0,white,oregon,14500
chevrolet,tahoe,2018,clean vehicle,46915.0,gray,oklahoma,32800
chevrolet,malibu,2018,clean vehicle,53599.0,black,oklahoma,12300
chevrolet,1500,2018,clean vehicle,41672.0,gray,oklahoma,19600
chevrolet,malibu,2018,clean vehicle,36047.0,white,oklahoma,13600
chevrolet,spark,2018,clean vehicle,42561.0,red,oklahoma,7200
chevrolet,1500,2018,clean vehicle,40345.0,white,oklahoma,19900
chevrolet,malibu,2018,clean vehicle,41751.0,gray,oklahoma,13000
chevrolet,door,2016,clean vehicle,27593.0,white,oklahoma,19700
chevrolet,door,2017,clean vehicle,24009.0,blue,oklahoma,9400
chevrolet,1500,2017,clean vehicle,85697.0,white,oklahoma,23800
chevrolet,equinox,2019,clean vehicle,25223.0,white,new york,17700
chevrolet,door,2015,clean vehicle,27927.0,white,oklahoma,17000
chevrolet,door,2014,clean vehicle,135127.0,red,florida,14000
chevrolet,2500,2018,clean vehicle,55532.0,white,pennsylvania,32100
chevrolet,2500,2019,clean vehicle,72172.0,white,pennsylvania,33100
chevrolet,2500,2018,clean vehicle,57751.0,white,pennsylvania,31600
chevrolet,door,2013,clean vehicle,96314.0,gray,pennsylvania,5100
chevrolet,door,2013,clean vehicle,89152.0,blue,pennsylvania,4100
chevrolet,door,2014,clean vehicle,114660.0,silver,texas,7200
chevrolet,1500,2014,clean vehicle,177322.0,white,texas,12800
chevrolet,1500,2019,clean vehicle,36423.0,gray,nebraska,46800
chevrolet,van,2019,clean vehicle,23759.0,white,missouri,21800
chevrolet,door,2013,clean vehicle,120667.0,gray,texas,3000
chevrolet,colorado,2017,clean vehicle,65344.0,red,indiana,22500
chevrolet,suburban,2018,clean vehicle,51347.0,black,missouri,35300
chevrolet,volt,2017,clean vehicle,52322.0,black,oklahoma,16500
chevrolet,door,2017,clean vehicle,67620.0,black,missouri,33000
chevrolet,1500,2017,clean vehicle,59965.0,black,missouri,31500
chevrolet,1500,2017,clean vehicle,28739.0,silver,missouri,34500
chevrolet,trax,2016,clean vehicle,77429.0,silver,west virginia,8000
chevrolet,1500,2017,clean vehicle,20847.0,white,west virginia,25000
chevrolet,trax,2016,clean vehicle,44280.0,red,west virginia,10700
chevrolet,door,2016,clean vehicle,86031.0,silver,west virginia,13400
chevrolet,equinox,2019,clean vehicle,7622.0,gold,west virginia,16500
chevrolet,traverse,2019,clean vehicle,8067.0,white,west virginia,34000
chevrolet,trax,2018,clean vehicle,16502.0,white,west virginia,14100
chevrolet,1500,2019,clean vehicle,20681.0,black,west virginia,38600
chevrolet,door,2016,clean vehicle,54655.0,blue,missouri,9100
chevrolet,door,2016,clean vehicle,57825.0,blue,missouri,8600
chevrolet,door,2016,clean vehicle,58856.0,white,oklahoma,22000
chevrolet,colorado,2015,clean vehicle,85072.0,white,west virginia,8900
chevrolet,door,2015,clean vehicle,79506.0,red,west virginia,15500
chevrolet,door,2015,clean vehicle,85301.0,silver,west virginia,3300
chevrolet,1500,2015,clean vehicle,69377.0,brown,missouri,29000
chevrolet,equinox,2020,clean vehicle,15577.0,black,nevada,17300
chevrolet,traverse,2020,clean vehicle,23470.0,silver,nevada,30500
chevrolet,impala,2020,clean vehicle,18715.0,silver,nevada,25000
chevrolet,cruze,2012,clean vehicle,61258.0,white,illinois,2800
chevrolet,door,2012,clean vehicle,131791.0,no_color,illinois,3300
chevrolet,suburban,2019,clean vehicle,35705.0,silver,nevada,36400
chevrolet,suburban,2019,clean vehicle,48982.0,silver,nevada,34800
chevrolet,ld,2019,clean vehicle,33745.0,white,nevada,20700
chevrolet,suburban,2019,clean vehicle,42267.0,silver,nevada,32200
chevrolet,tahoe,2019,clean vehicle,46863.0,black,nevada,35300
chevrolet,suburban,2019,clean vehicle,36443.0,white,nevada,33500
chevrolet,impala,2019,clean vehicle,14939.0,blue,nevada,13700
chevrolet,malibu,2019,clean vehicle,22026.0,black,nevada,15900
chevrolet,suburban,2019,clean vehicle,38278.0,black,nevada,33200
chevrolet,suburban,2019,clean vehicle,46149.0,silver,nevada,35500
chevrolet,suburban,2018,clean vehicle,48427.0,silver,nevada,29800
chevrolet,suburban,2018,clean vehicle,48807.0,gray,nevada,29800
chevrolet,suburban,2018,clean vehicle,52618.0,silver,nevada,29500
chevrolet,suburban,2018,clean vehicle,46494.0,white,nevada,30300
chevrolet,1500,2018,clean vehicle,56296.0,black,new york,24300
chevrolet,suburban,2017,clean vehicle,33909.0,silver,nevada,29800
chevrolet,suburban,2017,clean vehicle,33028.0,white,nevada,29800
chevrolet,camaro,2016,clean vehicle,44653.0,white,nevada,27500
chevrolet,door,2017,clean vehicle,80516.0,gray,new jersey,10800
chevrolet,van,2017,clean vehicle,105151.0,white,new jersey,11500
chevrolet,van,2017,clean vehicle,78368.0,white,new jersey,10400
chevrolet,equinox,2018,clean vehicle,78956.0,white,florida,11400
chevrolet,equinox,2018,clean vehicle,88564.0,white,florida,11400
chevrolet,door,2015,clean vehicle,78800.0,white,nevada,8000
chevrolet,door,2012,clean vehicle,111856.0,white,california,3000
chevrolet,door,2015,clean vehicle,80946.0,black,nevada,25000
chevrolet,traverse,2017,clean vehicle,83168.0,gray,new york,12300
chevrolet,traverse,2017,clean vehicle,58606.0,white,new york,14100
chevrolet,van,2014,clean vehicle,82020.0,white,nevada,9000
chevrolet,door,2014,clean vehicle,102500.0,black,nevada,4200
chevrolet,van,2019,clean vehicle,8150.0,white,texas,22500
chevrolet,van,2019,clean vehicle,6159.0,white,texas,22600
chevrolet,van,2019,clean vehicle,5938.0,white,texas,22600
chevrolet,van,2019,clean vehicle,9019.0,white,texas,22500
chevrolet,malibu,2018,clean vehicle,45836.0,white,texas,10200
chevrolet,3500,2016,clean vehicle,60215.0,white,texas,42700
chevrolet,tahoe,2015,clean vehicle,125507.0,white,texas,21200
chevrolet,door,2016,clean vehicle,90944.0,white,texas,22700
chevrolet,tahoe,2015,clean vehicle,82785.0,gray,texas,22000
chevrolet,1500,2014,clean vehicle,150525.0,white,texas,9600
chevrolet,door,2013,clean vehicle,112267.0,silver,texas,10500
chevrolet,door,2013,clean vehicle,139394.0,white,texas,6700
chevrolet,door,2013,clean vehicle,82543.0,black,texas,14200
chevrolet,equinox,2019,clean vehicle,13532.0,white,florida,15500
chevrolet,1500,2018,clean vehicle,14751.0,blue,kansas,35100
chevrolet,camaro,2018,clean vehicle,11150.0,gray,kansas,26300
chevrolet,colorado,2016,clean vehicle,91248.0,white,new jersey,15700
chevrolet,1500,2016,clean vehicle,65336.0,white,new jersey,17600
chevrolet,1500,2016,clean vehicle,48974.0,white,new jersey,18600
chevrolet,1500,2016,clean vehicle,40011.0,white,new jersey,19100
chevrolet,equinox,2019,clean vehicle,37444.0,black,north carolina,15200
chevrolet,equinox,2019,clean vehicle,43199.0,white,north carolina,16100
chevrolet,equinox,2019,clean vehicle,43589.0,charcoal,north carolina,14800
chevrolet,equinox,2019,clean vehicle,32870.0,charcoal,north carolina,16700
chevrolet,equinox,2019,clean vehicle,38826.0,charcoal,north carolina,15300
chevrolet,equinox,2019,clean vehicle,33739.0,charcoal,north carolina,16500
chevrolet,passenger,2019,clean vehicle,35309.0,white,north carolina,19600
chevrolet,impala,2019,clean vehicle,32248.0,red,north carolina,15200
chevrolet,impala,2019,clean vehicle,36165.0,silver,north carolina,15000
chevrolet,impala,2019,clean vehicle,29922.0,charcoal,north carolina,15500
chevrolet,impala,2019,clean vehicle,26848.0,silver,north carolina,15700
chevrolet,impala,2019,clean vehicle,41163.0,charcoal,north carolina,14800
chevrolet,cruze,2017,clean vehicle,32856.0,red,north carolina,9200
chevrolet,impala,2017,clean vehicle,100315.0,black,north carolina,8200
chevrolet,door,2013,clean vehicle,91638.0,silver,new jersey,11400
chevrolet,door,2015,clean vehicle,83173.0,white,north carolina,6500
chevrolet,door,2014,clean vehicle,94356.0,gray,north carolina,11500
chevrolet,door,2015,clean vehicle,85792.0,black,florida,23800
chevrolet,door,2014,clean vehicle,129068.0,white,florida,8900
chevrolet,ld,2019,clean vehicle,27665.0,red,indiana,28300
chevrolet,ld,2019,clean vehicle,25427.0,black,indiana,27300
chevrolet,door,2013,clean vehicle,78198.0,gray,new jersey,3500
chevrolet,colorado,2020,clean vehicle,13886.0,silver,indiana,28300
chevrolet,impala,2019,clean vehicle,34538.0,silver,indiana,18300
dodge,charger,2018,clean vehicle,20575.0,silver,wisconsin,22500
dodge,charger,2018,clean vehicle,26026.0,gray,wisconsin,22500
dodge,door,2012,clean vehicle,99015.0,gray,wisconsin,8300
dodge,caravan,2019,clean vehicle,27327.0,gray,nebraska,16500
dodge,journey,2019,clean vehicle,30229.0,silver,nebraska,14500
dodge,challenger,2019,clean vehicle,23783.0,white,washington,21600
dodge,charger,2019,clean vehicle,30759.0,black,washington,22600
dodge,caravan,2019,clean vehicle,38922.0,gray,washington,16300
dodge,door,2012,clean vehicle,165836.0,blue,washington,8600
dodge,durango,2019,clean vehicle,19235.0,no_color,texas,28800
dodge,challenger,2019,clean vehicle,9445.0,gray,texas,22100
dodge,journey,2018,clean vehicle,19164.0,gray,north carolina,14300
dodge,caravan,2018,clean vehicle,54106.0,white,north carolina,13700
dodge,challenger,2017,clean vehicle,32051.0,no_color,arizona,29500
dodge,journey,2017,clean vehicle,14870.0,gray,texas,18500
dodge,door,2016,clean vehicle,32294.0,blue,colorado,19000
dodge,challenger,2015,clean vehicle,7250.0,white,arizona,43400
dodge,challenger,2015,clean vehicle,10145.0,no_color,arizona,46000
dodge,journey,2018,clean vehicle,59924.0,silver,texas,12500
dodge,charger,2017,clean vehicle,21304.0,black,florida,13900
dodge,caravan,2018,clean vehicle,52079.0,white,california,13000
dodge,caravan,2018,clean vehicle,54960.0,white,california,13000
dodge,door,2013,clean vehicle,80099.0,white,texas,3000
dodge,caravan,2019,clean vehicle,23987.0,black,florida,17500
dodge,door,2017,clean vehicle,84144.0,gray,california,7900
dodge,door,2014,clean vehicle,85639.0,blue,florida,8900
dodge,caravan,2018,clean vehicle,50193.0,no_color,pennsylvania,11500
dodge,journey,2017,clean vehicle,74392.0,black,pennsylvania,6500
dodge,door,2017,clean vehicle,76117.0,black,pennsylvania,8000
dodge,challenger,2018,clean vehicle,36358.0,gray,new jersey,18700
dodge,journey,2017,clean vehicle,90685.0,white,florida,8350
dodge,charger,2017,clean vehicle,54141.0,orange,florida,27900
dodge,door,2016,clean vehicle,82240.0,white,pennsylvania,14500
dodge,door,2016,clean vehicle,66167.0,silver,pennsylvania,6200
dodge,door,2012,clean vehicle,144220.0,gray,pennsylvania,7500
dodge,caravan,2019,clean vehicle,24722.0,black,illinois,20200
dodge,durango,2019,clean vehicle,41198.0,silver,illinois,29300
dodge,durango,2019,clean vehicle,26353.0,black,illinois,31000
dodge,durango,2019,clean vehicle,28280.0,white,illinois,32400
dodge,door,2012,clean vehicle,130120.0,white,minnesota,5800
dodge,charger,2019,clean vehicle,15340.0,black,texas,21500
dodge,charger,2018,clean vehicle,12265.0,silver,michigan,23100
dodge,van,2014,clean vehicle,94872.0,gray,texas,4500
dodge,charger,2018,clean vehicle,17946.0,silver,michigan,24800
dodge,charger,2018,clean vehicle,26996.0,gray,michigan,23000
dodge,journey,2019,clean vehicle,5775.0,gray,wisconsin,26900
dodge,challenger,2018,clean vehicle,6748.0,gray,wisconsin,21500
dodge,journey,2018,clean vehicle,38128.0,white,wisconsin,15700
dodge,caravan,2018,clean vehicle,41636.0,silver,wisconsin,15200
dodge,charger,2018,clean vehicle,5359.0,blue,wisconsin,23300
dodge,door,2015,clean vehicle,70296.0,white,minnesota,6100
dodge,journey,2017,clean vehicle,11346.0,green,wisconsin,20000
dodge,challenger,2017,clean vehicle,7415.0,no_color,illinois,53000
dodge,door,2013,clean vehicle,107593.0,orange,minnesota,3000
dodge,door,2016,clean vehicle,50639.0,black,new jersey,18200
dodge,challenger,2019,clean vehicle,6530.0,gray,arizona,21800
dodge,charger,2016,clean vehicle,17432.0,blue,illinois,52000
dodge,charger,2019,clean vehicle,19636.0,black,arizona,19000
dodge,challenger,2016,clean vehicle,41748.0,no_color,illinois,25000
dodge,challenger,2016,clean vehicle,13162.0,red,illinois,36000
dodge,caravan,2019,clean vehicle,32937.0,white,georgia,17000
dodge,door,2015,clean vehicle,23095.0,red,wisconsin,25300
dodge,journey,2017,clean vehicle,34432.0,gray,wisconsin,14900
dodge,caravan,2017,clean vehicle,48162.0,no_color,wisconsin,15000
dodge,doors,2014,clean vehicle,68310.0,gray,massachusetts,12995
